id,Weekly_Sales
1_83_2013-02-22,35307.168
1_83_2013-03-01,49647.055
1_83_2013-03-08,11332.171
1_83_2013-03-15,21126.734
1_83_2013-03-22,27719.547
1_83_2013-03-29,15491.729
1_83_2013-04-05,12735.859
1_83_2013-04-12,26187.41
1_83_2013-04-19,68619.53
1_83_2013-04-26,13756.547
1_83_2013-05-03,15511.346
1_83_2013-05-10,14556.783
1_83_2013-05-17,9915.059
1_83_2013-05-24,8209.3545
1_83_2013-05-31,14230.868
1_83_2013-06-07,12191.271
1_83_2013-06-14,11062.197
1_83_2013-06-21,18909.775
1_83_2013-06-28,14139.256
1_83_2013-07-05,30306.725
1_83_2013-07-12,10815.662
1_83_2013-07-19,9930.191
1_83_2013-07-26,41710.918
1_85_2012-11-02,46532.56
1_85_2012-11-09,8895.546
1_85_2012-11-16,13246.82
1_85_2012-11-23,11697.618
1_85_2012-11-30,32853.527
1_85_2012-12-07,3633.2695
1_85_2012-12-14,11192.841
1_85_2012-12-21,7190.3906
1_85_2012-12-28,39669.23
1_85_2013-01-04,10095.78
1_85_2013-01-11,9994.616
1_85_2013-01-18,9508.969
1_85_2013-01-25,7893.575
1_85_2013-02-01,14203.824
1_85_2013-02-08,16866.795
1_85_2013-02-15,173194.67
1_85_2013-02-22,20673.596
1_85_2013-03-01,28146.926
1_85_2013-03-08,10125.573
1_85_2013-03-15,15106.906
1_85_2013-03-22,39158.785
1_85_2013-03-29,9996.86
1_85_2013-04-05,9751.816
1_85_2013-04-12,19076.076
1_85_2013-04-19,19262.3
1_85_2013-04-26,13205.091
1_85_2013-05-03,36623.72
1_85_2013-05-10,8187.3066
1_85_2013-05-17,43652.43
1_85_2013-05-24,12064.429
1_85_2013-05-31,9275.267
1_85_2013-06-07,18012.762
1_85_2013-06-14,40207.723
1_85_2013-06-21,10133.71
1_85_2013-06-28,21387.172
1_85_2013-07-05,36954.152
1_85_2013-07-12,7453.598
1_85_2013-07-19,27620.7
1_85_2013-07-26,26100.727
1_87_2012-11-02,12272.059
1_87_2012-11-09,15567.814
1_87_2012-11-16,14427.446
1_87_2012-11-23,5954.8364
1_87_2012-11-30,30044.729
1_87_2012-12-07,27218.387
1_87_2012-12-14,7035.908
1_87_2012-12-21,14112.809
1_87_2012-12-28,14996.457
1_87_2013-01-04,9813.088
1_87_2013-01-11,6877.2446
1_87_2013-01-18,19773.973
1_87_2013-01-25,32885.46
1_87_2013-02-01,8044.3735
1_87_2013-02-08,9919.592
1_87_2013-02-15,9007.889
1_87_2013-02-22,4236.4146
1_87_2013-03-01,2918.7961
1_87_2013-03-08,8060.562
1_87_2013-03-15,6400.7515
1_87_2013-03-22,5259.3125
1_87_2013-03-29,8330.3545
1_87_2013-04-05,8386.468
1_87_2013-04-12,24399.0
1_87_2013-04-19,5137.021
1_87_2013-04-26,4251.5503
1_87_2013-05-03,36256.363
1_87_2013-05-10,40986.07
1_87_2013-05-17,3126.6602
1_87_2013-05-24,7643.339
1_87_2013-05-31,6094.909
1_87_2013-06-07,18280.783
1_87_2013-06-14,7555.1577
1_87_2013-06-21,5659.6074
1_87_2013-06-28,1899.8326
1_87_2013-07-05,16441.1
1_87_2013-07-12,4596.031
1_87_2013-07-19,4391.136
1_87_2013-07-26,4019.999
1_90_2012-11-02,2437.4688
1_90_2012-11-09,8525.186
1_90_2012-11-16,11188.15
1_90_2012-11-23,105568.07
1_90_2012-11-30,16529.121
1_90_2012-12-07,22817.977
1_90_2012-12-14,4446.935
1_90_2012-12-21,9359.731
1_90_2012-12-28,15239.182
1_90_2013-01-04,4318.2207
1_90_2013-01-11,4073.173
1_90_2013-01-18,13557.428
1_90_2013-01-25,12986.594
1_90_2013-02-01,7681.1562
1_90_2013-02-08,28585.64
1_90_2013-02-15,2497.3274
1_90_2013-02-22,3146.3591
1_90_2013-03-01,36358.746
1_90_2013-03-08,5805.851
1_90_2013-03-15,3596.6287
1_90_2013-03-22,15170.885
1_90_2013-03-29,41379.855
1_90_2013-04-05,11520.505
1_90_2013-04-12,21950.072
1_90_2013-04-19,27056.191
1_90_2013-04-26,7505.4507
1_90_2013-05-03,17130.91
1_90_2013-05-10,26443.727
1_90_2013-05-17,13081.379
1_90_2013-05-24,16115.504
1_90_2013-05-31,14280.369
1_90_2013-06-07,6570.9175
1_90_2013-06-14,31159.594
1_90_2013-06-21,27687.982
1_90_2013-06-28,7449.6323
1_90_2013-07-05,14675.717
1_90_2013-07-12,6627.8125
1_90_2013-07-19,10544.399
1_90_2013-07-26,7440.1553
1_91_2012-11-02,19972.389
1_91_2012-11-09,31122.207
1_91_2012-11-16,8175.1846
1_91_2012-11-23,10423.767
1_91_2012-11-30,9610.612
1_91_2012-12-07,5082.24
1_91_2012-12-14,3767.355
1_91_2012-12-21,8430.2295
1_91_2012-12-28,6793.519
1_91_2013-01-04,5822.225
1_91_2013-01-11,8809.985
1_91_2013-01-18,8674.127
1_91_2013-01-25,24068.479
1_91_2013-02-01,5989.5547
1_91_2013-02-08,5103.812
1_91_2013-02-15,50556.426
1_91_2013-02-22,43173.543
1_91_2013-03-01,3978.9216
1_91_2013-03-08,8131.089
1_91_2013-03-15,6581.886
1_91_2013-03-22,16775.682
1_91_2013-03-29,8118.067
1_91_2013-04-05,1220.9661
1_91_2013-04-12,6242.0815
1_91_2013-04-19,2690.958
1_91_2013-04-26,10431.394
1_91_2013-05-03,5316.299
1_91_2013-05-10,4878.8843
1_91_2013-05-17,3704.4124
1_91_2013-05-24,3009.7803
1_91_2013-05-31,9088.096
1_91_2013-06-07,11751.061
1_91_2013-06-14,98309.07
1_91_2013-06-21,17127.69
1_91_2013-06-28,23940.863
1_91_2013-07-05,5009.844
1_91_2013-07-12,10145.011
1_91_2013-07-19,12881.422
1_91_2013-07-26,5162.3643
1_92_2012-11-02,4511.4287
1_92_2012-11-09,14181.286
1_92_2012-11-16,17071.277
1_92_2012-11-23,14199.368
1_92_2012-11-30,34896.645
1_92_2012-12-07,3029.0984
1_92_2012-12-14,40755.22
1_92_2012-12-21,6324.087
1_92_2012-12-28,4159.535
1_92_2013-01-04,15426.058
1_92_2013-01-11,41102.668
1_92_2013-01-18,11447.071
1_92_2013-01-25,21876.643
1_92_2013-02-01,26719.791
1_92_2013-02-08,7432.017
1_92_2013-02-15,16776.012
1_92_2013-02-22,26370.297
1_92_2013-03-01,12760.939
1_92_2013-03-08,16047.3
1_92_2013-03-15,13883.599
1_92_2013-03-22,6359.102
1_92_2013-03-29,31086.164
1_92_2013-04-05,27649.504
1_92_2013-04-12,7337.301
1_92_2013-04-19,14602.283
1_92_2013-04-26,6554.379
1_92_2013-05-03,10505.924
1_92_2013-05-10,7366.7217
1_92_2013-05-17,19929.373
1_92_2013-05-24,31048.777
1_92_2013-05-31,8101.751
1_92_2013-06-07,10350.333
1_92_2013-06-14,9537.179
1_92_2013-06-21,5008.8066
1_92_2013-06-28,3693.9216
1_92_2013-07-05,8356.797
1_92_2013-07-12,6720.0854
1_92_2013-07-19,5748.7915
1_92_2013-07-26,8736.552
1_93_2012-11-02,8600.693
1_93_2012-11-09,24081.064
1_93_2012-11-16,5916.121
1_93_2012-11-23,5030.3784
1_93_2012-11-30,50020.195
1_93_2012-12-07,43100.11
1_93_2012-12-14,3905.4883
1_93_2012-12-21,8057.6553
1_93_2012-12-28,6606.025
1_93_2013-01-04,16734.186
1_93_2013-01-11,8044.6333
1_93_2013-01-18,1147.5323
1_93_2013-01-25,6168.648
1_93_2013-02-01,2617.5247
1_93_2013-02-08,10357.96
1_93_2013-02-15,4805.4507
1_93_2013-02-22,3630.979
1_93_2013-03-01,2936.347
1_93_2013-03-08,9014.662
1_93_2013-03-15,11677.627
1_93_2013-03-22,99399.96
1_93_2013-03-29,16501.547
1_93_2013-04-05,3785.1511
1_93_2013-04-12,23897.848
1_93_2013-04-19,4936.4106
1_93_2013-04-26,10071.577
1_93_2013-05-03,12718.957
1_93_2013-05-10,5088.9307
1_93_2013-05-17,4437.995
1_93_2013-05-24,14107.853
1_93_2013-05-31,16973.615
1_93_2013-06-07,14125.935
1_93_2013-06-14,34823.21
1_93_2013-06-21,2955.665
1_93_2013-06-28,40681.785
1_93_2013-07-05,6250.6533
1_93_2013-07-12,4086.1025
1_93_2013-07-19,15426.058
1_93_2013-07-26,41102.668
1_94_2012-11-02,11447.071
1_94_2012-11-09,21876.643
1_94_2012-11-16,26719.791
1_94_2012-11-23,7432.017
1_94_2012-11-30,16776.012
1_94_2012-12-07,26370.297
1_94_2012-12-14,12760.939
1_94_2012-12-21,16047.3
1_94_2012-12-28,13883.599
1_94_2013-01-04,6359.102
1_94_2013-01-11,31086.164
1_94_2013-01-18,27649.504
1_94_2013-01-25,7337.301
1_94_2013-02-01,14602.283
1_94_2013-02-08,6554.379
1_94_2013-02-15,10505.924
1_94_2013-02-22,7366.7217
1_94_2013-03-01,19929.373
1_94_2013-03-08,31048.777
1_94_2013-03-15,8101.751
1_94_2013-03-22,10350.333
1_94_2013-03-29,9537.179
1_94_2013-04-05,5008.8066
1_94_2013-04-12,3693.9216
1_94_2013-04-19,8356.797
1_94_2013-04-26,6720.0854
1_94_2013-05-03,5748.7915
1_94_2013-05-10,8736.552
1_94_2013-05-17,8600.693
1_94_2013-05-24,24081.064
1_94_2013-05-31,5916.121
1_94_2013-06-07,5030.3784
1_94_2013-06-14,49337.2
1_94_2013-06-21,43100.11
1_94_2013-06-28,3905.4883
1_94_2013-07-05,8057.6553
1_94_2013-07-12,6606.025
1_94_2013-07-19,16734.186
1_94_2013-07-26,1147.5323
1_95_2012-11-02,6168.648
1_95_2012-11-09,2617.5247
1_95_2012-11-16,10357.96
1_95_2012-11-23,4805.4507
1_95_2012-11-30,3630.979
1_95_2012-12-07,2936.347
1_95_2012-12-14,9014.662
1_95_2012-12-21,11677.627
1_95_2012-12-28,99399.96
1_95_2013-01-04,16501.547
1_95_2013-01-11,23897.848
1_95_2013-01-18,4936.4106
1_95_2013-01-25,10071.577
1_95_2013-02-01,12718.957
1_95_2013-02-08,5088.9307
1_95_2013-02-15,4437.995
1_95_2013-02-22,14107.853
1_95_2013-03-01,16973.615
1_95_2013-03-08,14125.935
1_95_2013-03-15,34823.21
1_95_2013-03-22,2955.665
1_95_2013-03-29,40681.785
1_95_2013-04-05,6250.6533
1_95_2013-04-12,4086.1025
1_95_2013-04-19,15286.181
1_95_2013-04-26,40476.184
1_95_2013-05-03,11662.2
1_95_2013-05-10,21750.64
1_95_2013-05-17,26579.906
1_95_2013-05-24,7292.1396
1_95_2013-05-31,16597.607
1_95_2013-06-07,26176.205
1_95_2013-06-14,12451.199
1_95_2013-06-21,15907.423
1_95_2013-06-28,13743.722
1_95_2013-07-05,6339.808
1_95_2013-07-12,30946.283
1_95_2013-07-19,27412.83
1_95_2013-07-26,7197.4233
1_96_2012-11-02,14378.477
1_96_2012-11-09,6414.5015
1_96_2012-11-16,10366.047
1_96_2012-11-23,7226.844
1_96_2012-11-30,19789.492
1_96_2012-12-07,30908.893
1_96_2012-12-14,7975.755
1_96_2012-12-21,10210.456
1_96_2012-12-28,9397.302
1_96_2013-01-04,4868.929
1_96_2013-01-11,3554.0437
1_96_2013-01-18,8216.919
1_96_2013-01-25,6580.208
1_96_2013-02-01,5622.7954
1_96_2013-02-08,8596.675
1_96_2013-02-15,8460.813
1_96_2013-02-22,23900.438
1_96_2013-03-01,5776.2437
1_96_2013-03-08,4890.501
1_96_2013-03-15,50168.285
1_96_2013-03-22,42960.234
1_96_2013-03-29,3765.6104
1_96_2013-04-05,7998.2544
1_96_2013-04-12,6466.1475
1_96_2013-04-19,16655.52
1_96_2013-04-26,7904.756
1_96_2013-05-03,6028.7705
1_96_2013-05-10,2477.6467
1_96_2013-05-17,10218.083
1_96_2013-05-24,5102.988
1_96_2013-05-31,4665.573
1_96_2013-06-07,3491.101
1_96_2013-06-14,2796.469
1_96_2013-06-21,8874.785
1_96_2013-06-28,11603.97
1_96_2013-07-05,99260.086
1_96_2013-07-12,16361.671
1_96_2013-07-19,23757.967
1_96_2013-07-26,4796.533
1_97_2012-11-02,9931.7
1_97_2012-11-09,12579.08
1_97_2012-11-16,4949.053
1_97_2012-11-23,4298.117
1_97_2012-11-30,13985.356
1_97_2012-12-07,16833.738
1_97_2012-12-14,13993.775
1_97_2012-12-21,34188.312
1_97_2012-12-28,2815.787
1_97_2013-01-04,40429.97
1_97_2013-01-11,6110.776
1_97_2013-01-18,3946.2246
1_97_2013-01-25,16481.805
1_97_2013-02-01,42561.777
1_97_2013-02-08,11333.197
1_97_2013-02-15,22586.652
1_97_2013-02-22,28389.46
1_97_2013-03-01,8142.031
1_97_2013-03-08,21107.219
1_97_2013-03-15,27138.86
1_97_2013-03-22,14149.059
1_97_2013-03-29,16767.305
1_97_2013-04-05,14593.612
1_97_2013-04-12,7069.1167
1_97_2013-04-19,31796.178
1_97_2013-04-26,28355.633
1_97_2013-05-03,8385.383
1_97_2013-05-10,15312.297
1_97_2013-05-17,7019.1167
1_97_2013-05-24,11195.054
1_97_2013-05-31,8076.7354
1_97_2013-06-07,21409.316
1_97_2013-06-14,34314.027
1_97_2013-06-21,8811.77
1_97_2013-06-28,11060.345
1_97_2013-07-05,10247.19
1_97_2013-07-12,5435.906
1_97_2013-07-19,4033.0757
1_97_2013-07-26,9066.812
1_98_2012-11-02,7430.098
1_98_2012-11-09,6458.804
1_98_2012-11-16,9446.563
1_98_2012-11-23,9271.242
1_98_2012-11-30,25598.488
1_98_2012-12-07,6572.1836
1_98_2012-12-14,5722.059
1_98_2012-12-21,47417.41
1_98_2012-12-28,43207.348
1_98_2013-01-04,4615.5
1_98_2013-01-11,8767.674
1_98_2013-01-18,7316.0386
1_98_2013-01-25,2206.1448
1_98_2013-02-01,17597.754
1_98_2013-02-08,6831.42
1_98_2013-02-15,3280.2969
1_98_2013-02-22,11197.836
1_98_2013-03-01,5952.877
1_98_2013-03-08,5515.466
1_98_2013-03-15,4145.77
1_98_2013-03-22,3606.897
1_98_2013-03-29,9724.673
1_98_2013-04-05,12387.64
1_98_2013-04-12,114481.01
1_98_2013-04-19,17193.236
1_98_2013-04-26,25121.484
1_98_2013-05-03,5646.4243
1_98_2013-05-10,10760.016
1_98_2013-05-17,13843.971
1_98_2013-05-24,5649.703
1_98_2013-05-31,5010.4634
1_98_2013-06-07,14817.868
1_98_2013-06-14,16619.83
1_98_2013-06-21,14448.239
1_98_2013-06-28,35539.3
1_98_2013-07-05,3665.6775
1_98_2013-07-12,41391.797
1_98_2013-07-19,7069.625
1_98_2013-07-26,4796.1157
1_99_2012-11-02,23919.836
1_99_2012-11-09,42804.715
1_99_2012-11-23,11655.066
1_99_2012-11-30,22870.076
1_99_2012-12-07,29308.186
1_99_2012-12-14,8463.9
1_99_2012-12-21,21347.318
1_99_2012-12-28,27440.666
1_99_2013-01-25,14457.248
1_99_2013-02-01,17089.178
1_99_2013-02-08,14864.933
1_99_2013-02-15,7390.986
1_99_2013-03-29,32132.34
1_99_2013-04-05,28677.502
1_99_2013-04-12,8080.9375
1_99_2013-04-19,15634.166
1_99_2013-04-26,8096.4536
1_99_2013-05-10,11516.923
1_99_2013-05-17,8398.604
1_99_2013-05-24,22039.182
1_99_2013-05-31,34659.21
1_99_2013-06-07,9133.637
1_99_2013-06-14,11343.495
1_99_2013-07-05,10569.06
1_99_2013-07-19,5757.775
1_99_2013-07-26,4354.945
2_1_2012-11-02,9329.245
2_1_2012-11-09,7698.871
2_1_2012-11-16,6780.6733
2_1_2012-11-23,9768.433
2_1_2012-11-30,9593.111
2_1_2012-12-07,25981.475
2_1_2012-12-14,6894.0527
2_1_2012-12-21,6043.928
2_1_2012-12-28,47466.973
2_1_2013-01-04,43889.914
2_1_2013-01-11,4892.183
2_1_2013-01-18,9036.446
2_1_2013-01-25,7603.743
2_1_2013-02-01,17897.064
2_1_2013-02-08,7153.289
2_1_2013-02-15,3602.1665
2_1_2013-02-22,11706.584
2_1_2013-03-01,6274.746
2_1_2013-03-08,5784.239
2_1_2013-03-15,4467.6396
2_1_2013-03-22,3928.7666
2_1_2013-03-29,11486.761
2_1_2013-04-05,12709.509
2_1_2013-04-12,120429.76
2_1_2013-04-19,17771.832
2_1_2013-04-26,25368.174
2_1_2013-05-03,5968.2935
2_1_2013-05-10,11068.994
2_1_2013-05-17,14165.84
2_1_2013-05-24,5971.5723
2_1_2013-05-31,5332.3325
2_1_2013-06-07,15139.737
2_1_2013-06-14,17339.66
2_1_2013-06-21,14782.389
2_1_2013-06-28,35881.918
2_1_2013-07-05,4063.7808
2_1_2013-07-12,5436.808
2_1_2013-07-19,41620.746
2_1_2013-07-26,7259.9766
2_2_2012-11-02,5117.985
2_2_2012-11-09,29126.178
2_2_2012-11-16,43434.074
2_2_2012-11-23,11832.305
2_2_2012-11-30,23226.115
2_2_2012-12-07,31475.08
2_2_2012-12-14,8644.055
2_2_2012-12-21,22038.057
2_2_2012-12-28,27606.822
2_2_2013-01-04,14823.255
2_2_2013-01-11,17270.502
2_2_2013-01-18,14897.374
2_2_2013-01-25,7709.5205
2_2_2013-02-01,32300.957
2_2_2013-02-08,28850.979
2_2_2013-02-15,9476.576
2_2_2013-02-22,15761.219
2_2_2013-03-01,10281.226
2_2_2013-03-08,11697.077
2_2_2013-03-15,8578.758
2_2_2013-03-22,21896.072
2_2_2013-03-29,34889.723
2_2_2013-04-05,9273.26
2_2_2013-04-12,11412.006
2_2_2013-04-19,10749.213
2_2_2013-04-26,5939.0986
2_2_2013-05-03,4494.5674
2_2_2013-05-10,9505.878
2_2_2013-05-17,7932.12
2_2_2013-05-24,6960.826
2_2_2013-05-31,11295.246
2_2_2013-06-07,9774.436
2_2_2013-06-14,26413.389
2_2_2013-06-21,7074.2056
2_2_2013-06-28,6224.0806
2_2_2013-07-05,48543.273
2_2_2013-07-12,43709.375
2_2_2013-07-19,5117.5215
2_2_2013-07-26,9269.695
2_3_2012-11-02,7819.231
2_3_2012-11-09,18027.936
2_3_2012-11-16,2285.423
2_3_2012-11-23,7333.442
2_3_2012-11-30,3782.3186
2_3_2012-12-07,11983.278
2_3_2012-12-14,6479.0054
2_3_2012-12-21,6017.488
2_3_2012-12-28,4625.365
2_3_2013-01-04,4108.9194
2_3_2013-01-11,12430.258
2_3_2013-01-18,12889.663
2_3_2013-01-25,115548.766
2_3_2013-02-01,17619.145
2_3_2013-02-08,25623.502
2_3_2013-02-15,6148.446
2_3_2013-02-22,11343.918
2_3_2013-03-01,14297.438
2_3_2013-03-08,6151.7246
2_3_2013-03-15,5512.486
2_3_2013-03-22,15216.177
2_3_2013-03-29,16800.91
2_3_2013-04-05,14678.489
2_3_2013-04-12,35383.44
2_3_2013-04-19,4167.698
2_3_2013-04-26,7043.348
2_3_2013-05-03,42049.53
2_3_2013-05-10,7472.673
2_3_2013-05-17,5407.9507
2_3_2013-05-24,16308.08
2_3_2013-05-31,42388.047
2_3_2013-06-07,11159.471
2_3_2013-06-14,22412.926
2_3_2013-06-21,24364.262
2_3_2013-06-28,7968.3037
2_3_2013-07-05,20933.492
2_3_2013-07-12,26965.133
2_3_2013-07-19,13975.332
2_3_2013-07-26,16593.578
2_4_2012-11-02,14419.886
2_4_2012-11-09,7033.7715
2_4_2012-11-16,31622.451
2_4_2012-11-23,28181.906
2_4_2012-11-30,8211.656
2_4_2012-12-07,15138.57
2_4_2012-12-14,6602.8267
2_4_2012-12-21,11021.327
2_4_2012-12-28,7903.0083
2_4_2013-01-04,21235.59
2_4_2013-01-11,32177.912
2_4_2013-01-18,8638.043
2_4_2013-01-25,10886.618
2_4_2013-02-01,10073.464
2_4_2013-02-08,5262.1787
2_4_2013-02-15,3859.348
2_4_2013-02-22,8893.085
2_4_2013-03-01,7256.371
2_4_2013-03-08,6285.077
2_4_2013-03-15,9272.837
2_4_2013-03-22,9097.516
2_4_2013-03-29,25424.758
2_4_2013-04-05,6398.4565
2_4_2013-04-12,5629.297
2_4_2013-04-19,47408.254
2_4_2013-04-26,43461.957
2_4_2013-05-03,4441.773
2_4_2013-05-10,8593.947
2_4_2013-05-17,7142.3115
2_4_2013-05-24,17424.023
2_4_2013-05-31,1609.6732
2_4_2013-06-07,6657.693
2_4_2013-06-14,3106.569
2_4_2013-06-21,11024.109
2_4_2013-06-28,5779.15
2_4_2013-07-05,5341.739
2_4_2013-07-12,3972.042
2_4_2013-07-19,3433.1692
2_4_2013-07-26,9550.946
2_5_2012-11-02,12213.913
2_5_2012-11-09,112219.984
2_5_2012-11-16,17346.967
2_5_2012-11-23,24947.754
2_5_2012-11-30,5472.6973
2_5_2012-12-07,10586.289
2_5_2012-12-14,13759.275
2_5_2012-12-21,5475.976
2_5_2012-12-28,4836.7363
2_5_2013-01-04,14644.142
2_5_2013-01-11,16475.467
2_5_2013-01-18,14274.513
2_5_2013-01-25,35199.18
2_5_2013-02-01,3491.9497
2_5_2013-02-08,5094.8135
2_5_2013-02-15,41218.066
2_5_2013-02-22,6786.94
2_5_2013-03-01,4622.3887
2_5_2013-03-08,16638.19
2_5_2013-03-15,43079.28
2_5_2013-03-22,11479.91
2_5_2013-03-29,23034.781
2_5_2013-04-05,24640.305
2_5_2013-04-12,8338.74
2_5_2013-04-19,21461.59
2_5_2013-04-26,27335.57
2_5_2013-05-03,15412.049
2_5_2013-05-10,16965.195
2_5_2013-05-17,14775.908
2_5_2013-05-24,7404.2075
2_5_2013-05-31,32653.846
2_5_2013-06-07,28472.492
2_5_2013-06-14,9352.426
2_5_2013-06-21,15389.001
2_5_2013-06-28,4530.252
2_5_2013-07-05,5003.966
2_5_2013-07-12,11391.766
2_5_2013-07-19,8429.268
2_5_2013-07-26,20760.215
2_6_2012-11-02,34577.727
2_6_2012-11-09,8967.949
2_6_2012-11-16,11218.337
2_6_2012-11-23,10443.901
2_6_2012-11-30,5633.7856
2_6_2012-12-07,4189.2534
2_6_2012-12-14,9200.566
2_6_2012-12-21,7626.807
2_6_2012-12-28,6655.513
2_6_2013-01-04,9602.744
2_6_2013-01-11,9469.123
2_6_2013-01-18,25854.613
2_6_2013-01-25,6768.8926
2_6_2013-02-01,5937.0996
2_6_2013-02-08,51854.785
2_6_2013-02-15,46630.79
2_6_2013-02-22,4780.5815
2_6_2013-03-01,8964.384
2_6_2013-03-08,7513.918
2_6_2013-03-15,2402.8518
2_6_2013-03-22,17785.586
2_6_2013-03-29,1980.11
2_6_2013-04-05,7028.129
2_6_2013-04-12,3477.005
2_6_2013-04-19,11278.25
2_6_2013-04-26,6210.2124
2_6_2013-05-03,5712.1743
2_6_2013-05-10,4320.0513
2_6_2013-05-17,3803.605
2_6_2013-05-24,9921.384
2_6_2013-05-31,12584.352
2_6_2013-06-07,111169.1
2_6_2013-06-14,17238.955
2_6_2013-06-21,25776.18
2_6_2013-06-28,6041.4854
2_6_2013-07-05,10939.601
2_6_2013-07-12,14170.211
2_6_2013-07-19,5846.4116
2_6_2013-07-26,5207.173
2_7_2012-11-02,15208.282
2_7_2012-11-09,16845.902
2_7_2012-11-16,14644.95
2_7_2012-11-23,35931.793
2_7_2012-11-30,4004.448
2_7_2012-12-07,41961.836
2_7_2012-12-14,7363.428
2_7_2012-12-21,17191.486
2_7_2012-12-28,41217.434
2_7_2013-01-04,11185.971
2_7_2013-01-11,22228.533
2_7_2013-01-18,27209.154
2_7_2013-01-25,8198.546
2_7_2013-02-01,23307.834
2_7_2013-02-08,27131.732
2_7_2013-02-15,17086.645
2_7_2013-02-22,16099.494
2_7_2013-03-01,14448.871
2_7_2013-03-08,7264.0137
2_7_2013-03-15,31959.7
2_7_2013-03-22,28017.11
2_7_2013-03-29,9309.978
2_7_2013-04-05,15368.814
2_7_2013-04-12,7163.546
2_7_2013-04-19,11251.57
2_7_2013-04-26,8289.073
2_7_2013-05-03,20676.113
2_7_2013-05-10,35566.215
2_7_2013-05-17,8827.754
2_7_2013-05-24,11100.473
2_7_2013-05-31,10303.707
2_7_2013-06-07,5520.1274
2_7_2013-06-14,4513.4634
2_7_2013-06-21,8964.893
2_7_2013-06-28,7564.0503
2_7_2013-07-05,6515.3203
2_7_2013-07-12,9462.55
2_7_2013-07-19,9328.929
2_7_2013-07-26,26525.814
2_8_2012-11-02,7083.1704
2_8_2012-11-09,5796.908
2_8_2012-11-16,49477.152
2_8_2012-11-23,41407.367
2_8_2012-11-30,4797.563
2_8_2012-12-07,9011.229
2_8_2012-12-14,7528.354
2_8_2012-12-21,17689.56
2_8_2012-12-28,1839.9152
2_8_2013-01-04,6883.7734
2_8_2013-01-11,3336.813
2_8_2013-01-18,10702.411
2_8_2013-01-25,6558.16
2_8_2013-02-01,5525.7485
2_8_2013-02-08,4016.1565
2_8_2013-02-15,4377.287
2_8_2013-02-22,9781.189
2_8_2013-03-01,11526.068
2_8_2013-03-08,95824.27
2_8_2013-03-15,17080.725
2_8_2013-03-22,24106.482
2_8_2013-03-29,5850.269
2_8_2013-04-05,10770.739
2_8_2013-04-12,14041.496
2_8_2013-04-19,5795.972
2_8_2013-04-26,5066.98
2_8_2013-05-03,14845.3955
2_8_2013-05-10,16705.709
2_8_2013-05-17,14324.171
2_8_2013-05-24,34037.242
2_8_2013-05-31,4218.7695
2_8_2013-06-07,44604.824
2_8_2013-06-14,7017.182
2_8_2013-06-21,17278.707
2_8_2013-06-28,41692.53
2_8_2013-07-05,11195.599
2_8_2013-07-12,22217.39
2_8_2013-07-19,26584.0
2_8_2013-07-26,8285.772
2_9_2012-11-02,24147.152
2_9_2012-11-09,27927.547
2_9_2012-11-16,19075.557
2_9_2012-11-23,16560.86
2_9_2012-11-30,14612.5
2_9_2012-12-07,7351.2397
2_9_2012-12-14,32215.861
2_9_2012-12-21,28222.14
2_9_2012-12-28,9916.461
2_9_2013-01-04,15334.374
2_9_2013-01-11,7368.9224
2_9_2013-01-18,11338.796
2_9_2013-01-25,8273.993
2_9_2013-02-01,20783.133
2_9_2013-02-08,37026.73
2_9_2013-02-15,8914.98
2_9_2013-02-22,11204.091
2_9_2013-03-01,10390.937
2_9_2013-03-08,5472.3335
2_9_2013-03-15,4350.774
2_9_2013-03-22,9052.116
2_9_2013-03-29,7651.2754
2_9_2013-04-05,6602.5464
2_9_2013-04-12,9549.778
2_9_2013-04-19,9416.155
2_9_2013-04-26,27227.129
2_9_2013-05-03,6919.6377
2_9_2013-05-10,5708.9507
2_9_2013-05-17,48998.39
2_9_2013-05-24,44807.883
2_9_2013-05-31,4692.5776
2_9_2013-06-07,9004.82
2_9_2013-06-14,7448.3696
2_9_2013-06-21,18442.625
2_9_2013-06-28,8898.394
2_9_2013-07-05,1927.1412
2_9_2013-07-12,6886.3105
2_9_2013-07-19,3010.3704
2_9_2013-07-26,10789.641
2_10_2012-11-02,7405.868
2_10_2012-11-09,5397.583
2_10_2012-11-16,3853.4673
2_10_2012-11-23,3634.7854
2_10_2012-11-30,9868.419
2_10_2012-12-07,11586.577
2_10_2012-12-14,88755.36
2_10_2012-12-21,17550.592
2_10_2012-12-28,24849.867
2_10_2013-01-04,5937.499
2_10_2013-01-11,10903.757
2_10_2013-01-18,14117.201
2_10_2013-01-25,5560.252
2_10_2013-02-01,5154.206
2_10_2013-02-08,14932.432
2_10_2013-02-15,16792.936
2_10_2013-02-22,14411.3955
2_10_2013-03-01,33826.688
2_10_2013-03-08,4223.396
2_10_2013-03-15,5140.854
2_10_2013-03-22,44494.047
2_10_2013-03-29,7104.41
2_10_2013-04-05,17629.857
2_10_2013-04-12,40342.934
2_10_2013-04-19,11003.618
2_10_2013-04-26,22138.443
2_10_2013-05-03,25253.307
2_10_2013-05-10,7832.2095
2_10_2013-05-17,21822.646
2_10_2013-05-24,26161.025
2_10_2013-05-31,14995.705
2_10_2013-06-07,15713.454
2_10_2013-06-14,14068.148
2_10_2013-06-21,6897.6763
